name,role,category,context
Tatiana Golovin,Athlete,sport,"Henman to face Saulnier test

British number one Tim Henman will face France's Cyril Saulnier in the first round of next week's Australian Open.

Greg Rusedski, the British number two, is in the same "
Amy Frazier,Athlete,sport,"Henman to face Saulnier test

British number one Tim Henman will face France's Cyril Saulnier in the first round of next week's Australian Open.

Greg Rusedski, the British number two, is in the same "
Magdalena Maleeva,Athlete,sport,"Henman to face Saulnier test

British number one Tim Henman will face France's Cyril Saulnier in the first round of next week's Australian Open.

Greg Rusedski, the British number two, is in the same "
Jelena Jankovic,Athlete,sport,"Henman to face Saulnier test

British number one Tim Henman will face France's Cyril Saulnier in the first round of next week's Australian Open.

Greg Rusedski, the British number two, is in the same "
Mary Pierce,Athlete,sport,"Henman to face Saulnier test

British number one Tim Henman will face France's Cyril Saulnier in the first round of next week's Australian Open.

Greg Rusedski, the British number two, is in the same "
Lisa Raymond,Athlete,sport,"Henman to face Saulnier test

British number one Tim Henman will face France's Cyril Saulnier in the first round of next week's Australian Open.

Greg Rusedski, the British number two, is in the same "
Anna Smashnova,Athlete,sport,"Henman to face Saulnier test

British number one Tim Henman will face France's Cyril Saulnier in the first round of next week's Australian Open.

Greg Rusedski, the British number two, is in the same "
Shinobu Asagoe,Athlete,sport,"Henman to face Saulnier test

British number one Tim Henman will face France's Cyril Saulnier in the first round of next week's Australian Open.

Greg Rusedski, the British number two, is in the same "
Gisela Dulko,Athlete,sport,"Henman to face Saulnier test

British number one Tim Henman will face France's Cyril Saulnier in the first round of next week's Australian Open.

Greg Rusedski, the British number two, is in the same "
Flavia Pennetta,Athlete,sport,"Henman to face Saulnier test

British number one Tim Henman will face France's Cyril Saulnier in the first round of next week's Australian Open.

Greg Rusedski, the British number two, is in the same "
Jelena Kostanic,Athlete,sport,"Henman to face Saulnier test

British number one Tim Henman will face France's Cyril Saulnier in the first round of next week's Australian Open.

Greg Rusedski, the British number two, is in the same "
Iveta Benesova,Athlete,sport,"Henman to face Saulnier test

British number one Tim Henman will face France's Cyril Saulnier in the first round of next week's Australian Open.

Greg Rusedski, the British number two, is in the same "
Czech Republic,Athlete,sport,"Henman to face Saulnier test

British number one Tim Henman will face France's Cyril Saulnier in the first round of next week's Australian Open.

Greg Rusedski, the British number two, is in the same "
Kevin Morgan,Politician,sport,"Wales make two changes for France

Wales coach Mike Ruddock has made two changes from the team that beat Italy 38-8 for Saturday's trip to France.

Kevin Morgan takes over from his injured Newport-Gwe"
Gwent Dragons,Politician,sport,"Wales make two changes for France

Wales coach Mike Ruddock has made two changes from the team that beat Italy 38-8 for Saturday's trip to France.

Kevin Morgan takes over from his injured Newport-Gwe"
Hal Luscombe,Politician,sport,"Wales make two changes for France

Wales coach Mike Ruddock has made two changes from the team that beat Italy 38-8 for Saturday's trip to France.

Kevin Morgan takes over from his injured Newport-Gwe"
Swansea Ospreys,Politician,sport,"Wales make two changes for France

Wales coach Mike Ruddock has made two changes from the team that beat Italy 38-8 for Saturday's trip to France.

Kevin Morgan takes over from his injured Newport-Gwe"
Jonathan Thomas,Politician,sport,"Wales make two changes for France

Wales coach Mike Ruddock has made two changes from the team that beat Italy 38-8 for Saturday's trip to France.

Kevin Morgan takes over from his injured Newport-Gwe"
Ian Gough,Politician,sport,"Wales make two changes for France

Wales coach Mike Ruddock has made two changes from the team that beat Italy 38-8 for Saturday's trip to France.

Kevin Morgan takes over from his injured Newport-Gwe"
Rhys Williams,Politician,sport,"Wales make two changes for France

Wales coach Mike Ruddock has made two changes from the team that beat Italy 38-8 for Saturday's trip to France.

Kevin Morgan takes over from his injured Newport-Gwe"
Graham Henry,Politician,sport,"Wales make two changes for France

Wales coach Mike Ruddock has made two changes from the team that beat Italy 38-8 for Saturday's trip to France.

Kevin Morgan takes over from his injured Newport-Gwe"
Clermont Auvergne,Politician,sport,"Wales make two changes for France

Wales coach Mike Ruddock has made two changes from the team that beat Italy 38-8 for Saturday's trip to France.

Kevin Morgan takes over from his injured Newport-Gwe"
Sweeney Newport,Politician,sport,"Wales make two changes for France

Wales coach Mike Ruddock has made two changes from the team that beat Italy 38-8 for Saturday's trip to France.

Kevin Morgan takes over from his injured Newport-Gwe"
Spaniard Guillermo,Athlete,sport,"Moya suffers shock loss

Fifth seed Carlos Moya was the first big name to fall at the Australian Open as he went down to fellow Spaniard Guillermo Garcia-Lopez on Monday.

Moya began the year with vic"
Kevin Kim,Athlete,sport,"Moya suffers shock loss

Fifth seed Carlos Moya was the first big name to fall at the Australian Open as he went down to fellow Spaniard Guillermo Garcia-Lopez on Monday.

Moya began the year with vic"
Lee Hyuung,Athlete,sport,"Moya suffers shock loss

Fifth seed Carlos Moya was the first big name to fall at the Australian Open as he went down to fellow Spaniard Guillermo Garcia-Lopez on Monday.

Moya began the year with vic"
Dieter Kindlmann,Athlete,sport,"Moya suffers shock loss

Fifth seed Carlos Moya was the first big name to fall at the Australian Open as he went down to fellow Spaniard Guillermo Garcia-Lopez on Monday.

Moya began the year with vic"
Olivier Patience,Athlete,sport,"Moya suffers shock loss

Fifth seed Carlos Moya was the first big name to fall at the Australian Open as he went down to fellow Spaniard Guillermo Garcia-Lopez on Monday.

Moya began the year with vic"
Rainer Schuettler,Athlete,sport,"Moya suffers shock loss

Fifth seed Carlos Moya was the first big name to fall at the Australian Open as he went down to fellow Spaniard Guillermo Garcia-Lopez on Monday.

Moya began the year with vic"
Gael Monfils,Athlete,sport,"Moya suffers shock loss

Fifth seed Carlos Moya was the first big name to fall at the Australian Open as he went down to fellow Spaniard Guillermo Garcia-Lopez on Monday.

Moya began the year with vic"
American Robby,Athlete,sport,"Moya suffers shock loss

Fifth seed Carlos Moya was the first big name to fall at the Australian Open as he went down to fellow Spaniard Guillermo Garcia-Lopez on Monday.

Moya began the year with vic"
Peter Luczak,Athlete,sport,"Moya suffers shock loss

Fifth seed Carlos Moya was the first big name to fall at the Australian Open as he went down to fellow Spaniard Guillermo Garcia-Lopez on Monday.

Moya began the year with vic"
Justin Gimelstob,Athlete,sport,"Moya suffers shock loss

Fifth seed Carlos Moya was the first big name to fall at the Australian Open as he went down to fellow Spaniard Guillermo Garcia-Lopez on Monday.

Moya began the year with vic"
Seeds Dominik,Athlete,sport,"Moya suffers shock loss

Fifth seed Carlos Moya was the first big name to fall at the Australian Open as he went down to fellow Spaniard Guillermo Garcia-Lopez on Monday.

Moya began the year with vic"
Bjorn Phau,Athlete,sport,"Moya suffers shock loss

Fifth seed Carlos Moya was the first big name to fall at the Australian Open as he went down to fellow Spaniard Guillermo Garcia-Lopez on Monday.

Moya began the year with vic"
Hugo Southwell,Athlete,sport,"Ireland surge past Scots

Ireland maintained their Six Nations Grand Slam ambitions with an impressive victory over Scotland at Murrayfield.

Hugo Southwell's try gave the Scots an early 8-0 lead but "
Jon Petrie,Athlete,sport,"Ireland surge past Scots

Ireland maintained their Six Nations Grand Slam ambitions with an impressive victory over Scotland at Murrayfield.

Hugo Southwell's try gave the Scots an early 8-0 lead but "
John Hayes,Athlete,sport,"Ireland surge past Scots

Ireland maintained their Six Nations Grand Slam ambitions with an impressive victory over Scotland at Murrayfield.

Hugo Southwell's try gave the Scots an early 8-0 lead but "
Gavin Duffy,Athlete,sport,"Ireland surge past Scots

Ireland maintained their Six Nations Grand Slam ambitions with an impressive victory over Scotland at Murrayfield.

Hugo Southwell's try gave the Scots an early 8-0 lead but "
Matt Williams,Athlete,sport,"Ireland surge past Scots

Ireland maintained their Six Nations Grand Slam ambitions with an impressive victory over Scotland at Murrayfield.

Hugo Southwell's try gave the Scots an early 8-0 lead but "
Jason White,Athlete,sport,"Ireland surge past Scots

Ireland maintained their Six Nations Grand Slam ambitions with an impressive victory over Scotland at Murrayfield.

Hugo Southwell's try gave the Scots an early 8-0 lead but "
Ali Hogg,Athlete,sport,"Ireland surge past Scots

Ireland maintained their Six Nations Grand Slam ambitions with an impressive victory over Scotland at Murrayfield.

Hugo Southwell's try gave the Scots an early 8-0 lead but "
Andy Craig,Athlete,sport,"Ireland surge past Scots

Ireland maintained their Six Nations Grand Slam ambitions with an impressive victory over Scotland at Murrayfield.

Hugo Southwell's try gave the Scots an early 8-0 lead but "
Dan Parks,Athlete,sport,"Ireland surge past Scots

Ireland maintained their Six Nations Grand Slam ambitions with an impressive victory over Scotland at Murrayfield.

Hugo Southwell's try gave the Scots an early 8-0 lead but "
Stuart Grimes,Athlete,sport,"Ireland surge past Scots

Ireland maintained their Six Nations Grand Slam ambitions with an impressive victory over Scotland at Murrayfield.

Hugo Southwell's try gave the Scots an early 8-0 lead but "
But Ireland,Athlete,sport,"Ireland surge past Scots

Ireland maintained their Six Nations Grand Slam ambitions with an impressive victory over Scotland at Murrayfield.

Hugo Southwell's try gave the Scots an early 8-0 lead but "
David Humphreys,Athlete,sport,"Ireland surge past Scots

Ireland maintained their Six Nations Grand Slam ambitions with an impressive victory over Scotland at Murrayfield.

Hugo Southwell's try gave the Scots an early 8-0 lead but "
Joel Jutge,Athlete,sport,"Ireland surge past Scots

Ireland maintained their Six Nations Grand Slam ambitions with an impressive victory over Scotland at Murrayfield.

Hugo Southwell's try gave the Scots an early 8-0 lead but "
John Kirwan,Athlete,sport,"Kirwan demands Italy consistency

Italy coach John Kirwan has challenged his side to match the performance they produced in pushing Ireland close when they meet Wales on Saturday.

Despite losing 28-1"
Alessandro Troncon,Athlete,sport,"Kirwan demands Italy consistency

Italy coach John Kirwan has challenged his side to match the performance they produced in pushing Ireland close when they meet Wales on Saturday.

Despite losing 28-1"
Prodigy Monfils,Athlete,sport,"Prodigy Monfils blows away Gaudio

French prodigy Gael Monfils underlined his huge promise by beating French Open champion Gaston Gaudio 6-4 7-6 (7-4) in the first round of the Qatar Open.

The 18-yea"
Fabien Pelous,Athlete,sport,"Captains lining up for Aid match

Ireland's Brian O'Driscoll is one of four Six Nations captains included in the Northern Hemisphere squad for the IRB Rugby Aid match on 5 March.

France's Fabien Pelo"
Gordon Bullock,Athlete,sport,"Captains lining up for Aid match

Ireland's Brian O'Driscoll is one of four Six Nations captains included in the Northern Hemisphere squad for the IRB Rugby Aid match on 5 March.

France's Fabien Pelo"
Marco Bortolami,Athlete,sport,"Captains lining up for Aid match

Ireland's Brian O'Driscoll is one of four Six Nations captains included in the Northern Hemisphere squad for the IRB Rugby Aid match on 5 March.

France's Fabien Pelo"
Goran Eriksson,Athlete,sport,"Wright-Phillips to start on right

England coach Sven-Goran Eriksson has revealed Shaun Wright-Phillips will start against the Netherlands.

But Wright-Phillips will not make his first start for Engla"
But Wright,Athlete,sport,"Wright-Phillips to start on right

England coach Sven-Goran Eriksson has revealed Shaun Wright-Phillips will start against the Netherlands.

But Wright-Phillips will not make his first start for Engla"
Jamie Carragher,Athlete,sport,"Wright-Phillips to start on right

England coach Sven-Goran Eriksson has revealed Shaun Wright-Phillips will start against the Netherlands.

But Wright-Phillips will not make his first start for Engla"
The England,Athlete,sport,"Wright-Phillips to start on right

England coach Sven-Goran Eriksson has revealed Shaun Wright-Phillips will start against the Netherlands.

But Wright-Phillips will not make his first start for Engla"
Andy Johnson,Athlete,sport,"Wright-Phillips to start on right

England coach Sven-Goran Eriksson has revealed Shaun Wright-Phillips will start against the Netherlands.

But Wright-Phillips will not make his first start for Engla"
Stewart Downing,Athlete,sport,"Wright-Phillips to start on right

England coach Sven-Goran Eriksson has revealed Shaun Wright-Phillips will start against the Netherlands.

But Wright-Phillips will not make his first start for Engla"
Dundee Utd,Athlete,sport,"Dundee Utd 4-1 Aberdeen

Dundee United eased into the semi-final of the Scottish Cup with an emphatic win over Aberdeen.

Alan Archibald prodded United ahead in 19 minutes and James Grady made it two "
Dundee United,Athlete,sport,"Dundee Utd 4-1 Aberdeen

Dundee United eased into the semi-final of the Scottish Cup with an emphatic win over Aberdeen.

Alan Archibald prodded United ahead in 19 minutes and James Grady made it two "
Scottish Cup,Athlete,sport,"Dundee Utd 4-1 Aberdeen

Dundee United eased into the semi-final of the Scottish Cup with an emphatic win over Aberdeen.

Alan Archibald prodded United ahead in 19 minutes and James Grady made it two "
Alan Archibald,Athlete,sport,"Dundee Utd 4-1 Aberdeen

Dundee United eased into the semi-final of the Scottish Cup with an emphatic win over Aberdeen.

Alan Archibald prodded United ahead in 19 minutes and James Grady made it two "
James Grady,Athlete,sport,"Dundee Utd 4-1 Aberdeen

Dundee United eased into the semi-final of the Scottish Cup with an emphatic win over Aberdeen.

Alan Archibald prodded United ahead in 19 minutes and James Grady made it two "
Richie Byrne,Athlete,sport,"Dundee Utd 4-1 Aberdeen

Dundee United eased into the semi-final of the Scottish Cup with an emphatic win over Aberdeen.

Alan Archibald prodded United ahead in 19 minutes and James Grady made it two "
Stevie Crawford,Athlete,sport,"Dundee Utd 4-1 Aberdeen

Dundee United eased into the semi-final of the Scottish Cup with an emphatic win over Aberdeen.

Alan Archibald prodded United ahead in 19 minutes and James Grady made it two "
Tony Bullock,Athlete,sport,"Dundee Utd 4-1 Aberdeen

Dundee United eased into the semi-final of the Scottish Cup with an emphatic win over Aberdeen.

Alan Archibald prodded United ahead in 19 minutes and James Grady made it two "
Noel Whelan,Athlete,sport,"Dundee Utd 4-1 Aberdeen

Dundee United eased into the semi-final of the Scottish Cup with an emphatic win over Aberdeen.

Alan Archibald prodded United ahead in 19 minutes and James Grady made it two "
Jamie Winter,Athlete,sport,"Dundee Utd 4-1 Aberdeen

Dundee United eased into the semi-final of the Scottish Cup with an emphatic win over Aberdeen.

Alan Archibald prodded United ahead in 19 minutes and James Grady made it two "
Barry Robson,Athlete,sport,"Dundee Utd 4-1 Aberdeen

Dundee United eased into the semi-final of the Scottish Cup with an emphatic win over Aberdeen.

Alan Archibald prodded United ahead in 19 minutes and James Grady made it two "
Russell Anderson,Athlete,sport,"Dundee Utd 4-1 Aberdeen

Dundee United eased into the semi-final of the Scottish Cup with an emphatic win over Aberdeen.

Alan Archibald prodded United ahead in 19 minutes and James Grady made it two "
Mark Wilson,Athlete,sport,"Dundee Utd 4-1 Aberdeen

Dundee United eased into the semi-final of the Scottish Cup with an emphatic win over Aberdeen.

Alan Archibald prodded United ahead in 19 minutes and James Grady made it two "
Jason Scotland,Athlete,sport,"Dundee Utd 4-1 Aberdeen

Dundee United eased into the semi-final of the Scottish Cup with an emphatic win over Aberdeen.

Alan Archibald prodded United ahead in 19 minutes and James Grady made it two "
Ryan Esson,Athlete,sport,"Dundee Utd 4-1 Aberdeen

Dundee United eased into the semi-final of the Scottish Cup with an emphatic win over Aberdeen.

Alan Archibald prodded United ahead in 19 minutes and James Grady made it two "
World Championship,Unknown,sport,"Lewis-Francis eyeing world gold

Mark Lewis-Francis says his Olympic success has made him determined to bag World Championship 100m gold in 2005.

The 22-year-old pipped Maurice Greene on the last leg"
Maurice Greene,Unknown,sport,"Lewis-Francis eyeing world gold

Mark Lewis-Francis says his Olympic success has made him determined to bag World Championship 100m gold in 2005.

The 22-year-old pipped Maurice Greene on the last leg"
Birchfield Harrier,Unknown,sport,"Lewis-Francis eyeing world gold

Mark Lewis-Francis says his Olympic success has made him determined to bag World Championship 100m gold in 2005.

The 22-year-old pipped Maurice Greene on the last leg"
World Junior,Unknown,sport,"Lewis-Francis eyeing world gold

Mark Lewis-Francis says his Olympic success has made him determined to bag World Championship 100m gold in 2005.

The 22-year-old pipped Maurice Greene on the last leg"
Jade Johnson,Athlete,sport,"Johnson uncertain about Euro bid

Jade Johnson is undecided about whether to contest next month's European Indoor Championships in Madrid despite winning the AAAs long jump title on Saturday.

The 24-"
Birmingham Grand,Athlete,sport,"Johnson uncertain about Euro bid

Jade Johnson is undecided about whether to contest next month's European Indoor Championships in Madrid despite winning the AAAs long jump title on Saturday.

The 24-"
Cristiano Ronaldo,Unknown,sport,"Ronaldo considering new contract

Manchester United winger Cristiano Ronaldo said he is close to agreeing to a new contract at Old Trafford.

The Portugal star, who joined in August 2003 on a five-yea"
Old Trafford,Unknown,sport,"Ronaldo considering new contract

Manchester United winger Cristiano Ronaldo said he is close to agreeing to a new contract at Old Trafford.

The Portugal star, who joined in August 2003 on a five-yea"
The Portugal,Unknown,sport,"Ronaldo considering new contract

Manchester United winger Cristiano Ronaldo said he is close to agreeing to a new contract at Old Trafford.

The Portugal star, who joined in August 2003 on a five-yea"
Jesper Gronkjaer,Athlete,sport,"Gronkjaer agrees switch to Madrid

Jesper Gronkjaer has agreed a move to Atletico Madrid from Birmingham City.

The 27-year-old winger spent just five months at St Andrews following a £2.2m move from "
Atletico Madrid,Athlete,sport,"Gronkjaer agrees switch to Madrid

Jesper Gronkjaer has agreed a move to Atletico Madrid from Birmingham City.

The 27-year-old winger spent just five months at St Andrews following a £2.2m move from "
Birmingham City,Athlete,sport,"Gronkjaer agrees switch to Madrid

Jesper Gronkjaer has agreed a move to Atletico Madrid from Birmingham City.

The 27-year-old winger spent just five months at St Andrews following a £2.2m move from "
St Andrews,Athlete,sport,"Gronkjaer agrees switch to Madrid

Jesper Gronkjaer has agreed a move to Atletico Madrid from Birmingham City.

The 27-year-old winger spent just five months at St Andrews following a £2.2m move from "
Toni Munoz,Athlete,sport,"Gronkjaer agrees switch to Madrid

Jesper Gronkjaer has agreed a move to Atletico Madrid from Birmingham City.

The 27-year-old winger spent just five months at St Andrews following a £2.2m move from "
Boss Steve,Athlete,sport,"Gronkjaer agrees switch to Madrid

Jesper Gronkjaer has agreed a move to Atletico Madrid from Birmingham City.

The 27-year-old winger spent just five months at St Andrews following a £2.2m move from "
Sepp Blatter,Politician,sport,"Henry tipped for Fifa award

Fifa president Sepp Blatter hopes Arsenal's Thierry Henry will be named World Player of the Year on Monday.

Henry is on the Fifa shortlist with Barcelona's Ronaldinho and"
World Player,Politician,sport,"Henry tipped for Fifa award

Fifa president Sepp Blatter hopes Arsenal's Thierry Henry will be named World Player of the Year on Monday.

Henry is on the Fifa shortlist with Barcelona's Ronaldinho and"
European Footballer,Politician,sport,"Henry tipped for Fifa award

Fifa president Sepp Blatter hopes Arsenal's Thierry Henry will be named World Player of the Year on Monday.

Henry is on the Fifa shortlist with Barcelona's Ronaldinho and"
Andriy Shevchenko,Politician,sport,"Henry tipped for Fifa award

Fifa president Sepp Blatter hopes Arsenal's Thierry Henry will be named World Player of the Year on Monday.

Henry is on the Fifa shortlist with Barcelona's Ronaldinho and"
Mia Hamm,Politician,sport,"Henry tipped for Fifa award

Fifa president Sepp Blatter hopes Arsenal's Thierry Henry will be named World Player of the Year on Monday.

Henry is on the Fifa shortlist with Barcelona's Ronaldinho and"
Birgit Prinz,Politician,sport,"Henry tipped for Fifa award

Fifa president Sepp Blatter hopes Arsenal's Thierry Henry will be named World Player of the Year on Monday.

Henry is on the Fifa shortlist with Barcelona's Ronaldinho and"
Jerzy Dudek,Athlete,sport,"Benitez deflects blame from Dudek

Liverpool manager Rafael Benitez has refused to point the finger of blame at goalkeeper Jerzy Dudek after Portsmouth claimed a draw at Anfield.

Dudek fumbled a cros"
Matthew Taylor,Athlete,sport,"Benitez deflects blame from Dudek

Liverpool manager Rafael Benitez has refused to point the finger of blame at goalkeeper Jerzy Dudek after Portsmouth claimed a draw at Anfield.

Dudek fumbled a cros"
Scotland Six,Athlete,sport,"Ref stands by Scotland decisions

The referee from Saturday's France v Scotland Six Nations match has defended the officials' handling of the game after criticism by Matt Williams.

The Scotland coach"
But Nigel,Athlete,sport,"Ref stands by Scotland decisions

The referee from Saturday's France v Scotland Six Nations match has defended the officials' handling of the game after criticism by Matt Williams.

The Scotland coach"
Scottish Rugby,Athlete,sport,"Ref stands by Scotland decisions

The referee from Saturday's France v Scotland Six Nations match has defended the officials' handling of the game after criticism by Matt Williams.

The Scotland coach"
Scottish Daily,Athlete,sport,"Ref stands by Scotland decisions

The referee from Saturday's France v Scotland Six Nations match has defended the officials' handling of the game after criticism by Matt Williams.

The Scotland coach"
If Matt,Athlete,sport,"Ref stands by Scotland decisions

The referee from Saturday's France v Scotland Six Nations match has defended the officials' handling of the game after criticism by Matt Williams.

The Scotland coach"
John Robertson,Athlete,sport,"Robertson out to retain Euro lure

Hearts manager John Robertson hopes a place in the knock-out stages of the Uefa Cup could help keep some of his out-of-contract players at the club.

""It could help."
The Heineken,Athlete,sport,"Robertson out to retain Euro lure

Hearts manager John Robertson hopes a place in the knock-out stages of the Uefa Cup could help keep some of his out-of-contract players at the club.

""It could help."
If Tynecastle,Athlete,sport,"Robertson out to retain Euro lure

Hearts manager John Robertson hopes a place in the knock-out stages of the Uefa Cup could help keep some of his out-of-contract players at the club.

""It could help."
Ana Ivanovic,Athlete,sport,"Ivanovic seals Canberra victory

Serbia's Ana Ivanovic captured her first WTA title with a straight-sets victory over Hungarian Melinda Czink in the final of the Canberra Classic.

The 17-year-old too"
Hungarian Melinda,Athlete,sport,"Ivanovic seals Canberra victory

Serbia's Ana Ivanovic captured her first WTA title with a straight-sets victory over Hungarian Melinda Czink in the final of the Canberra Classic.

The 17-year-old too"
Canberra Classic,Athlete,sport,"Ivanovic seals Canberra victory

Serbia's Ana Ivanovic captured her first WTA title with a straight-sets victory over Hungarian Melinda Czink in the final of the Canberra Classic.

The 17-year-old too"
Katarina Srebotnik,Athlete,sport,"Ivanovic seals Canberra victory

Serbia's Ana Ivanovic captured her first WTA title with a straight-sets victory over Hungarian Melinda Czink in the final of the Canberra Classic.

The 17-year-old too"
Karen Brady,Unknown,sport,"Blues slam Blackburn over Savage

Birmingham have confirmed Blackburn made a bid for Robbie Savage - but managing director Karen Brady has called it ""derisory"".

Rovers have reportedly offered £500,00"
But Brady,Unknown,sport,"Blues slam Blackburn over Savage

Birmingham have confirmed Blackburn made a bid for Robbie Savage - but managing director Karen Brady has called it ""derisory"".

Rovers have reportedly offered £500,00"
Steve Bruce,Unknown,sport,"Blues slam Blackburn over Savage

Birmingham have confirmed Blackburn made a bid for Robbie Savage - but managing director Karen Brady has called it ""derisory"".

Rovers have reportedly offered £500,00"
Birmingham City,Unknown,sport,"Blues slam Blackburn over Savage

Birmingham have confirmed Blackburn made a bid for Robbie Savage - but managing director Karen Brady has called it ""derisory"".

Rovers have reportedly offered £500,00"
Diane Allahgreen,Unknown,sport,"European medal chances improve

What have the European Indoor trials told us? Well, I think we could be heading to the European Championships with half a dozen medal prospects.

It was good to see ath"
Allan Scott,Unknown,sport,"European medal chances improve

What have the European Indoor trials told us? Well, I think we could be heading to the European Championships with half a dozen medal prospects.

It was good to see ath"
Phillips Idowu,Unknown,sport,"European medal chances improve

What have the European Indoor trials told us? Well, I think we could be heading to the European Championships with half a dozen medal prospects.

It was good to see ath"
Jeanette Kwayke,Unknown,sport,"European medal chances improve

What have the European Indoor trials told us? Well, I think we could be heading to the European Championships with half a dozen medal prospects.

It was good to see ath"
Joice Maduaka,Unknown,sport,"European medal chances improve

What have the European Indoor trials told us? Well, I think we could be heading to the European Championships with half a dozen medal prospects.

It was good to see ath"
Janine Whitlock,Unknown,sport,"European medal chances improve

What have the European Indoor trials told us? Well, I think we could be heading to the European Championships with half a dozen medal prospects.

It was good to see ath"
Mark Findlay,Unknown,sport,"European medal chances improve

What have the European Indoor trials told us? Well, I think we could be heading to the European Championships with half a dozen medal prospects.

It was good to see ath"
Rabah Yusuf,Unknown,sport,"European medal chances improve

What have the European Indoor trials told us? Well, I think we could be heading to the European Championships with half a dozen medal prospects.

It was good to see ath"
Great Britain,Unknown,sport,"European medal chances improve

What have the European Indoor trials told us? Well, I think we could be heading to the European Championships with half a dozen medal prospects.

It was good to see ath"
Flora London,Unknown,sport,"Radcliffe will compete in London

Paula Radcliffe will compete in the Flora London Marathon this year after deciding her schedule for 2005.

The 31-year-old won the race in 2002 on her marathon debut,"
David Bedford,Unknown,sport,"Radcliffe will compete in London

Paula Radcliffe will compete in the Flora London Marathon this year after deciding her schedule for 2005.

The 31-year-old won the race in 2002 on her marathon debut,"
The Bedford,Unknown,sport,"Radcliffe will compete in London

Paula Radcliffe will compete in the Flora London Marathon this year after deciding her schedule for 2005.

The 31-year-old won the race in 2002 on her marathon debut,"
Big City,Unknown,sport,"Radcliffe will compete in London

Paula Radcliffe will compete in the Flora London Marathon this year after deciding her schedule for 2005.

The 31-year-old won the race in 2002 on her marathon debut,"
Boston Marathon,Unknown,sport,"Radcliffe will compete in London

Paula Radcliffe will compete in the Flora London Marathon this year after deciding her schedule for 2005.

The 31-year-old won the race in 2002 on her marathon debut,"
Chris Tomlinson,Athlete,sport,"Tomlinson stays focused on Europe

Long jumper Chris Tomlinson has cut his schedule to ensure he is fully fit for the European Indoor Championships.

The 23-year-old has a minor injury and has pulled "
Peter Stanley,Athlete,sport,"Tomlinson stays focused on Europe

Long jumper Chris Tomlinson has cut his schedule to ensure he is fully fit for the European Indoor Championships.

The 23-year-old has a minor injury and has pulled "
Sprinter Mark,Athlete,sport,"Tomlinson stays focused on Europe

Long jumper Chris Tomlinson has cut his schedule to ensure he is fully fit for the European Indoor Championships.

The 23-year-old has a minor injury and has pulled "
The Birmingham,Athlete,sport,"Tomlinson stays focused on Europe

Long jumper Chris Tomlinson has cut his schedule to ensure he is fully fit for the European Indoor Championships.

The 23-year-old has a minor injury and has pulled "
Jason Gardener,Athlete,sport,"Tomlinson stays focused on Europe

Long jumper Chris Tomlinson has cut his schedule to ensure he is fully fit for the European Indoor Championships.

The 23-year-old has a minor injury and has pulled "
The Middlesbrough,Athlete,sport,"Tomlinson stays focused on Europe

Long jumper Chris Tomlinson has cut his schedule to ensure he is fully fit for the European Indoor Championships.

The 23-year-old has a minor injury and has pulled "
Savante Stringfellow,Athlete,sport,"Tomlinson stays focused on Europe

Long jumper Chris Tomlinson has cut his schedule to ensure he is fully fit for the European Indoor Championships.

The 23-year-old has a minor injury and has pulled "
Jiri Jarosik,Athlete,sport,"Chelsea denied by James heroics

A brave defensive display, led by keeper David James, helped Manchester City hold the leaders Chelsea.

After a quiet opening, James denied Damien Duff, Jiri Jarosik a"
Mateja Kezman,Athlete,sport,"Chelsea denied by James heroics

A brave defensive display, led by keeper David James, helped Manchester City hold the leaders Chelsea.

After a quiet opening, James denied Damien Duff, Jiri Jarosik a"
Paul Bosvelt,Athlete,sport,"Chelsea denied by James heroics

A brave defensive display, led by keeper David James, helped Manchester City hold the leaders Chelsea.

After a quiet opening, James denied Damien Duff, Jiri Jarosik a"
William Gallas,Athlete,sport,"Chelsea denied by James heroics

A brave defensive display, led by keeper David James, helped Manchester City hold the leaders Chelsea.

After a quiet opening, James denied Damien Duff, Jiri Jarosik a"
Robbie Fowler,Athlete,sport,"Chelsea denied by James heroics

A brave defensive display, led by keeper David James, helped Manchester City hold the leaders Chelsea.

After a quiet opening, James denied Damien Duff, Jiri Jarosik a"
Frank Lampard,Athlete,sport,"Chelsea denied by James heroics

A brave defensive display, led by keeper David James, helped Manchester City hold the leaders Chelsea.

After a quiet opening, James denied Damien Duff, Jiri Jarosik a"
Arjen Robben,Athlete,sport,"Chelsea denied by James heroics

A brave defensive display, led by keeper David James, helped Manchester City hold the leaders Chelsea.

After a quiet opening, James denied Damien Duff, Jiri Jarosik a"
John Terry,Athlete,sport,"Chelsea denied by James heroics

A brave defensive display, led by keeper David James, helped Manchester City hold the leaders Chelsea.

After a quiet opening, James denied Damien Duff, Jiri Jarosik a"
But Chelsea,Athlete,sport,"Chelsea denied by James heroics

A brave defensive display, led by keeper David James, helped Manchester City hold the leaders Chelsea.

After a quiet opening, James denied Damien Duff, Jiri Jarosik a"
Petr Cech,Athlete,sport,"Chelsea denied by James heroics

A brave defensive display, led by keeper David James, helped Manchester City hold the leaders Chelsea.

After a quiet opening, James denied Damien Duff, Jiri Jarosik a"
Paulo Ferreira,Athlete,sport,"Chelsea denied by James heroics

A brave defensive display, led by keeper David James, helped Manchester City hold the leaders Chelsea.

After a quiet opening, James denied Damien Duff, Jiri Jarosik a"
